date,origin,destination,commodity,vessel_type,cargo_tonnes,bdi,vlsfo_usd_per_tonne,coal_price_usd_per_mt,iron_ore_price_usd_per_dmt,wind_kmh,wave_height_m,cyclone_risk,weather_delay_days,current_freight_usd_per_tonne,next_month_freight_usd_per_tonne,trajectory_id,data_origin,synthetic_generation_method
2024-06-01,Hay Point,East Coast India,Coal,Panamax,75000.0,1890.0,642.0,135.1,107.5,43.522000000000006,3.1,3.0,2.5,19.0,15.5,,original,original_observation
2024-06-01,Taboneo,East Coast India,Thermal Coal,Panamax,75000.0,1890.0,642.0,135.1,107.5,44.448,3.2,3.0,2.5,11.4,9.2,,original,original_observation
2024-06-01,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1890.0,642.0,135.1,107.5,44.448,3.2,3.0,2.5,13.2,10.8,,original,original_observation
2024-07-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1420.0,615.0,137.6,106.9,54.634,4.1,2.0,3.5,9.5,8.9,,original,original_observation
2024-07-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1420.0,615.0,137.6,106.9,48.152,3.6,2.0,3.5,12.8,12.2,,original,original_observation
2024-07-01,Hay Point,East Coast India,Coal,Panamax,75000.0,1420.0,615.0,137.6,106.9,48.152,3.6,2.0,3.5,15.5,14.9,,original,original_observation
2024-07-01,Taboneo,East Coast India,Thermal Coal,Panamax,75000.0,1420.0,615.0,137.6,106.9,52.782,3.9,2.0,3.5,9.2,8.7,,original,original_observation
2024-07-01,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1420.0,615.0,137.6,106.9,52.782,3.9,2.0,3.5,10.8,10.2,,original,original_observation
2024-08-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1350.0,605.0,145.8,99.9,51.856,3.9,2.0,3.0,8.9,9.2,,original,original_observation
2024-08-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1350.0,605.0,145.8,99.9,46.6704,3.4,2.0,3.0,12.2,12.6,,original,original_observation
2024-08-01,Hay Point,East Coast India,Coal,Panamax,75000.0,1350.0,605.0,145.8,99.9,46.6704,3.4,2.0,3.0,14.9,15.3,,original,original_observation
2024-08-01,Taboneo,East Coast India,Thermal Coal,Panamax,75000.0,1350.0,605.0,145.8,99.9,50.004000000000005,3.7,2.0,3.0,8.7,8.9,,original,original_observation
2024-08-01,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1350.0,605.0,145.8,99.9,50.004000000000005,3.7,2.0,3.0,10.2,10.4,,original,original_observation
2024-09-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1390.0,610.0,139.2,92.8,43.522000000000006,3.0,3.0,2.0,9.2,11.4,,original,original_observation
2024-09-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1390.0,610.0,139.2,92.8,38.52160000000001,2.7,3.0,2.0,12.6,15.1,,original,original_observation
2024-09-01,Hay Point,East Coast India,Coal,Panamax,75000.0,1390.0,610.0,139.2,92.8,38.52160000000001,2.7,3.0,2.0,15.3,17.9,,original,original_observation
2024-09-01,Taboneo,East Coast India,Thermal Coal,Panamax,75000.0,1390.0,610.0,139.2,92.8,39.818000000000005,2.8,3.0,2.0,8.9,10.3,,original,original_observation
2024-09-01,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1390.0,610.0,139.2,92.8,39.818000000000005,2.8,3.0,2.0,10.4,12.1,,original,original_observation
2024-10-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1740.0,630.0,146.6,101.4,33.336,2.3,5.0,3.5,11.4,12.2,,original,original_observation
2024-10-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1740.0,630.0,146.6,101.4,32.410000000000004,2.2,5.0,3.5,15.1,16.2,,original,original_observation
2024-10-01,Hay Point,East Coast India,Coal,Panamax,75000.0,1740.0,630.0,146.6,101.4,32.410000000000004,2.2,5.0,3.5,17.9,19.0,,original,original_observation
2024-10-01,Taboneo,East Coast India,Thermal Coal,Panamax,75000.0,1740.0,630.0,146.6,101.4,30.0024,2.1,5.0,3.5,10.3,11.3,,original,original_observation
2024-10-01,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1740.0,630.0,146.6,101.4,30.0024,2.1,5.0,3.5,12.1,13.2,,original,original_observation
2024-11-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1880.0,648.0,142.1,100.5,30.0024,2.0,4.0,2.5,12.2,12.4,,original,original_observation
2024-11-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1880.0,648.0,142.1,100.5,31.1136,2.0,4.0,2.5,16.2,16.4,,original,original_observation
2024-11-01,Hay Point,East Coast India,Coal,Panamax,75000.0,1880.0,648.0,142.1,100.5,31.1136,2.0,4.0,2.5,19.0,19.2,,original,original_observation
2024-11-01,Taboneo,East Coast India,Thermal Coal,Panamax,75000.0,1880.0,648.0,142.1,100.5,27.78,1.9,4.0,2.5,11.3,11.6,,original,original_observation
2024-11-01,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1880.0,648.0,142.1,100.5,27.78,1.9,4.0,2.5,13.2,13.5,,original,original_observation
2024-12-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1910.0,650.0,129.8,102.2,27.78,1.8,2.0,1.0,12.4,9.3,,original,original_observation
2024-12-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1910.0,650.0,129.8,102.2,31.484,1.9,2.0,1.0,16.4,12.2,,original,original_observation
2024-12-01,Hay Point,East Coast India,Coal,Panamax,75000.0,1910.0,650.0,129.8,102.2,31.484,1.9,2.0,1.0,19.2,15.0,,original,original_observation
2024-12-01,Taboneo,East Coast India,Thermal Coal,Panamax,75000.0,1910.0,650.0,129.8,102.2,25.002,1.5,2.0,1.0,11.6,9.0,,original,original_observation
2024-12-01,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1910.0,650.0,129.8,102.2,25.002,1.5,2.0,1.0,13.5,10.5,,original,original_observation
2025-01-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1380.0,595.0,118.6,99.6,26.854000000000003,1.6,2.0,0.5,9.3,8.8,,original,original_observation
2025-01-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1380.0,595.0,118.6,99.6,29.632,1.8,2.0,0.5,12.2,11.8,,original,original_observation
2025-01-01,Hay Point,East Coast India,Coal,Panamax,75000.0,1380.0,595.0,118.6,99.6,29.632,1.8,2.0,0.5,15.0,14.5,,original,original_observation
2025-01-01,Taboneo,East Coast India,Thermal Coal,Panamax,75000.0,1380.0,595.0,118.6,99.6,22.224,1.3,2.0,0.5,9.0,8.5,,original,original_observation
2025-01-01,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1380.0,595.0,118.6,99.6,22.224,1.3,2.0,0.5,10.5,9.9,,original,original_observation
2025-02-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1310.0,588.0,106.9,105.1,27.4096,1.6,2.0,0.5,8.8,9.1,,original,original_observation
2025-02-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1310.0,588.0,106.9,105.1,31.1136,1.9,2.0,0.5,11.8,12.1,,original,original_observation
2025-02-01,Hay Point,East Coast India,Coal,Panamax,75000.0,1310.0,588.0,106.9,105.1,31.1136,1.9,2.0,0.5,14.5,14.8,,original,original_observation
2025-02-01,Taboneo,East Coast India,Thermal Coal,Panamax,75000.0,1310.0,588.0,106.9,105.1,20.7424,1.1,2.0,0.5,8.5,8.8,,original,original_observation
2025-02-01,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1310.0,588.0,106.9,105.1,20.7424,1.1,2.0,0.5,9.9,10.3,,original,original_observation
2025-03-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1360.0,592.0,104.0,100.1,25.557600000000004,1.5,1.0,0.0,9.1,13.1,,original,original_observation
2025-03-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1360.0,592.0,104.0,100.1,26.854000000000003,1.6,1.0,0.0,12.1,17.1,,original,original_observation
2025-03-01,Hay Point,East Coast India,Coal,Panamax,75000.0,1360.0,592.0,104.0,100.1,26.854000000000003,1.6,1.0,0.0,14.8,20.3,,original,original_observation
2025-03-01,Taboneo,East Coast India,Thermal Coal,Panamax,75000.0,1360.0,592.0,104.0,100.1,20.001600000000003,1.1,1.0,0.0,8.8,11.9,,original,original_observation
2025-03-01,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1360.0,592.0,104.0,100.1,20.001600000000003,1.1,1.0,0.0,10.3,13.8,,original,original_observation
2025-04-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1980.0,640.0,98.6,97.2,31.8544,2.0,2.0,0.5,13.1,13.8,,original,original_observation
2025-04-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1980.0,640.0,98.6,97.2,27.78,1.7,2.0,0.5,17.1,17.9,,original,original_observation
2025-04-01,Hay Point,East Coast India,Coal,Panamax,75000.0,1980.0,640.0,98.6,97.2,27.78,1.7,2.0,0.5,20.3,21.2,,original,original_observation
2025-04-01,Taboneo,East Coast India,Thermal Coal,Panamax,75000.0,1980.0,640.0,98.6,97.2,24.4464,1.5,2.0,0.5,11.9,12.5,,original,original_observation
2025-04-01,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1980.0,640.0,98.6,97.2,24.4464,1.5,2.0,0.5,13.8,14.5,,original,original_observation
2025-05-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,2150.0,658.0,104.4,97.0,41.4848,3.0,5.0,2.5,13.8,13.5,,original,original_observation
2025-05-01,Hay Point,East Coast India,Coal,Capesize,170000.0,2150.0,658.0,104.4,97.0,37.966,2.8,5.0,2.5,17.9,17.5,,original,original_observation
2025-05-01,Hay Point,East Coast India,Coal,Panamax,75000.0,2150.0,658.0,104.4,97.0,37.966,2.8,5.0,2.5,21.2,20.8,,original,original_observation
2025-05-01,Taboneo,East Coast India,Thermal Coal,Panamax,75000.0,2150.0,658.0,104.4,97.0,36.6696,2.6,5.0,2.5,12.5,12.2,,original,original_observation
2025-05-01,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,2150.0,658.0,104.4,97.0,36.6696,2.6,5.0,2.5,14.5,14.1,,original,original_observation
2025-06-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,2080.0,652.0,109.0,92.3,50.93,3.7,3.0,3.0,13.5,10.7,,original,original_observation
2025-06-01,Hay Point,East Coast India,Coal,Capesize,170000.0,2080.0,652.0,109.0,92.3,45.9296,3.3,3.0,3.0,17.5,14.2,,original,original_observation
2025-06-01,Hay Point,East Coast India,Coal,Panamax,75000.0,2080.0,652.0,109.0,92.3,45.9296,3.3,3.0,3.0,20.8,16.8,,original,original_observation
2025-06-01,Taboneo,East Coast India,Thermal Coal,Panamax,75000.0,2080.0,652.0,109.0,92.3,46.6704,3.4,3.0,3.0,12.2,10.1,,original,original_observation
2025-06-01,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,2080.0,652.0,109.0,92.3,46.6704,3.4,3.0,3.0,14.1,11.9,,original,original_observation
2025-07-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1540.0,620.0,112.9,97.3,57.412000000000006,4.3,2.0,4.0,10.7,10.0,,original,original_observation
2025-07-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1540.0,620.0,112.9,97.3,50.93,3.8,2.0,4.0,14.2,13.4,,original,original_observation
2025-07-01,Hay Point,East Coast India,Coal,Panamax,75000.0,1540.0,620.0,112.9,97.3,50.93,3.8,2.0,4.0,16.8,16.0,,original,original_observation
2025-07-01,Taboneo,East Coast India,Thermal Coal,Panamax,75000.0,1540.0,620.0,112.9,97.3,55.189600000000006,4.1,2.0,4.0,10.1,9.5,,original,original_observation
2025-07-01,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1540.0,620.0,112.9,97.3,55.189600000000006,4.1,2.0,4.0,11.9,11.2,,original,original_observation
2025-08-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1460.0,608.0,112.2,99.7,53.708000000000006,4.0,2.0,3.5,10.0,10.3,,original,original_observation
2025-08-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1460.0,608.0,112.2,99.7,48.152,3.5,2.0,3.5,13.4,13.8,,original,original_observation
2025-08-01,Hay Point,East Coast India,Coal,Panamax,75000.0,1460.0,608.0,112.2,99.7,48.152,3.5,2.0,3.5,16.0,16.4,,original,original_observation
2025-08-01,Taboneo,East Coast India,Thermal Coal,Panamax,75000.0,1460.0,608.0,112.2,99.7,52.2264,3.8,2.0,3.5,9.5,9.7,,original,original_observation
2025-08-01,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1460.0,608.0,112.2,99.7,52.2264,3.8,2.0,3.5,11.2,11.5,,original,original_observation
2025-09-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1500.0,614.0,106.3,103.3,44.8184,3.1,3.0,2.0,10.3,12.2,,original,original_observation
2025-09-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1500.0,614.0,106.3,103.3,39.818000000000005,2.8,3.0,2.0,13.8,16.4,,original,original_observation
2025-09-01,Hay Point,East Coast India,Coal,Panamax,75000.0,1500.0,614.0,106.3,103.3,39.818000000000005,2.8,3.0,2.0,16.4,19.1,,original,original_observation
2025-09-01,Taboneo,East Coast India,Thermal Coal,Panamax,75000.0,1500.0,614.0,106.3,103.3,40.744,2.9,3.0,2.0,9.7,11.2,,original,original_observation
2025-09-01,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1500.0,614.0,106.3,103.3,40.744,2.9,3.0,2.0,11.5,13.1,,original,original_observation
2025-10-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1850.0,635.0,107.5,103.5,34.817600000000006,2.4,5.0,4.0,12.2,12.9,,original,original_observation
2025-10-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1850.0,635.0,107.5,103.5,33.7064,2.3,5.0,4.0,16.4,17.2,,original,original_observation
2025-10-01,Hay Point,East Coast India,Coal,Panamax,75000.0,1850.0,635.0,107.5,103.5,33.7064,2.3,5.0,4.0,19.1,20.0,,original,original_observation
2025-10-01,Taboneo,East Coast India,Thermal Coal,Panamax,75000.0,1850.0,635.0,107.5,103.5,31.484,2.2,5.0,4.0,11.2,11.8,,original,original_observation
2025-10-01,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1850.0,635.0,107.5,103.5,31.484,2.2,5.0,4.0,13.1,13.8,,original,original_observation
2025-11-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1970.0,646.0,112.6,102.5,31.1136,2.1,4.0,2.5,12.9,13.1,,original,original_observation
2025-11-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1970.0,646.0,112.6,102.5,31.484,2.1,4.0,2.5,17.2,17.5,,original,original_observation
2025-11-01,Hay Point,East Coast India,Coal,Panamax,75000.0,1970.0,646.0,112.6,102.5,31.484,2.1,4.0,2.5,20.0,20.3,,original,original_observation
2025-11-01,Taboneo,East Coast India,Thermal Coal,Panamax,75000.0,1970.0,646.0,112.6,102.5,28.706000000000003,1.9,4.0,2.5,11.8,12.1,,original,original_observation
2025-11-01,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1970.0,646.0,112.6,102.5,28.706000000000003,1.9,4.0,2.5,13.8,14.2,,original,original_observation
2030-02-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,2150.0,658.0,104.4,97.0,41.4848,3.0,5.0,2.5,10.2,11.66394228304767,SYN0101,synthetic,regression_residual_bootstrap_v2
2030-03-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1910.0,650.0,129.8,102.2,27.78,1.8,2.0,1.0,11.66394228304767,13.264564352776777,SYN0101,synthetic,regression_residual_bootstrap_v2
2030-04-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,2150.0,658.0,104.4,97.0,41.4848,3.0,5.0,2.5,13.264564352776777,10.450413375627974,SYN0101,synthetic,regression_residual_bootstrap_v2
2030-05-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1380.0,595.0,118.6,99.6,26.854000000000003,1.6,2.0,0.5,10.450413375627974,10.253178392622068,SYN0101,synthetic,regression_residual_bootstrap_v2
2030-06-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1540.0,620.0,112.9,97.3,57.412000000000006,4.3,2.0,4.0,10.253178392622068,9.631939061544848,SYN0101,synthetic,regression_residual_bootstrap_v2
2030-07-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1310.0,588.0,106.9,105.1,27.4096,1.6,2.0,0.5,9.631939061544848,9.399581718463457,SYN0101,synthetic,regression_residual_bootstrap_v2
2030-08-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1380.0,595.0,118.6,99.6,26.854000000000003,1.6,2.0,0.5,9.399581718463457,11.461300493588787,SYN0101,synthetic,regression_residual_bootstrap_v2
2030-09-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1890.0,642.0,135.1,107.5,48.152,3.5,3.0,2.5,11.461300493588787,12.512073439265547,SYN0101,synthetic,regression_residual_bootstrap_v2
2030-10-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1980.0,640.0,98.6,97.2,31.8544,2.0,2.0,0.5,12.512073439265547,10.017821912338421,SYN0101,synthetic,regression_residual_bootstrap_v2
2030-11-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1310.0,588.0,106.9,105.1,27.4096,1.6,2.0,0.5,10.017821912338421,10.047164897276199,SYN0101,synthetic,regression_residual_bootstrap_v2
2030-12-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1420.0,615.0,137.6,106.9,54.634,4.1,2.0,3.5,10.047164897276199,9.727272642102376,SYN0101,synthetic,regression_residual_bootstrap_v2
2031-01-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1500.0,614.0,106.3,103.3,44.8184,3.1,3.0,2.0,9.727272642102376,9.762147964665973,SYN0101,synthetic,regression_residual_bootstrap_v2
2031-02-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1460.0,608.0,112.2,99.7,53.708000000000006,4.0,2.0,3.5,9.762147964665973,11.46754471115429,SYN0101,synthetic,regression_residual_bootstrap_v2
2031-03-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1890.0,642.0,135.1,107.5,48.152,3.5,3.0,2.5,11.46754471115429,11.575331490471449,SYN0101,synthetic,regression_residual_bootstrap_v2
2031-04-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1880.0,648.0,142.1,100.5,30.0024,2.0,4.0,2.5,11.575331490471449,12.209748527323894,SYN0101,synthetic,regression_residual_bootstrap_v2
2031-05-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1910.0,650.0,129.8,102.2,27.78,1.8,2.0,1.0,12.209748527323894,10.815260927747818,SYN0101,synthetic,regression_residual_bootstrap_v2
2031-06-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1540.0,620.0,112.9,97.3,57.412000000000006,4.3,2.0,4.0,10.815260927747818,11.317206793494895,SYN0101,synthetic,regression_residual_bootstrap_v2
2031-07-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1740.0,630.0,146.6,101.4,33.336,2.3,5.0,3.5,11.317206793494895,10.835894080364548,SYN0101,synthetic,regression_residual_bootstrap_v2
2031-08-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1680.0,645.0,131.5,109.8,25.928,1.5,1.0,0.0,10.835894080364548,12.66648623449239,SYN0101,synthetic,regression_residual_bootstrap_v2
2031-09-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,2080.0,652.0,109.0,92.3,50.93,3.7,3.0,3.0,12.66648623449239,13.406104634045004,SYN0101,synthetic,regression_residual_bootstrap_v2
2031-10-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,2080.0,652.0,109.0,92.3,50.93,3.7,3.0,3.0,13.406104634045004,12.59042746527879,SYN0101,synthetic,regression_residual_bootstrap_v2
2031-11-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1910.0,650.0,129.8,102.2,27.78,1.8,2.0,1.0,12.59042746527879,11.9121963167088,SYN0101,synthetic,regression_residual_bootstrap_v2
2031-12-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1880.0,648.0,142.1,100.5,30.0024,2.0,4.0,2.5,11.9121963167088,10.797094942808792,SYN0101,synthetic,regression_residual_bootstrap_v2
2032-01-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1540.0,620.0,112.9,97.3,57.412000000000006,4.3,2.0,4.0,10.797094942808792,11.83443513319802,SYN0101,synthetic,regression_residual_bootstrap_v2
2032-02-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1950.0,660.0,142.0,118.9,38.892,2.8,4.0,2.0,11.83443513319802,9.924046864271784,SYN0101,synthetic,regression_residual_bootstrap_v2
2032-03-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1390.0,610.0,139.2,92.8,43.522000000000006,3.0,3.0,2.0,9.924046864271784,12.774021705193762,SYN0101,synthetic,regression_residual_bootstrap_v2
2032-04-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,2150.0,658.0,104.4,97.0,41.4848,3.0,5.0,2.5,12.774021705193762,12.543836395228134,SYN0101,synthetic,regression_residual_bootstrap_v2
2032-05-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1890.0,642.0,135.1,107.5,48.152,3.5,3.0,2.5,12.543836395228134,13.963210026229534,SYN0101,synthetic,regression_residual_bootstrap_v2
2032-06-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,2150.0,658.0,104.4,97.0,41.4848,3.0,5.0,2.5,13.963210026229534,13.811692569784366,SYN0101,synthetic,regression_residual_bootstrap_v2
2032-07-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,2080.0,652.0,109.0,92.3,50.93,3.7,3.0,3.0,13.811692569784366,11.468573702401466,SYN0101,synthetic,regression_residual_bootstrap_v2
2032-08-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1540.0,620.0,112.9,97.3,57.412000000000006,4.3,2.0,4.0,11.468573702401466,10.361331485620909,SYN0101,synthetic,regression_residual_bootstrap_v2
2032-09-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1500.0,614.0,106.3,103.3,44.8184,3.1,3.0,2.0,10.361331485620909,13.055156907811622,SYN0101,synthetic,regression_residual_bootstrap_v2
2032-10-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,2150.0,658.0,104.4,97.0,41.4848,3.0,5.0,2.5,13.055156907811622,10.814917188673483,SYN0101,synthetic,regression_residual_bootstrap_v2
2032-11-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1460.0,608.0,112.2,99.7,53.708000000000006,4.0,2.0,3.5,10.814917188673483,11.546361669007272,SYN0101,synthetic,regression_residual_bootstrap_v2
2032-12-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1820.0,655.0,135.0,112.8,30.558,1.9,2.0,0.5,11.546361669007272,10.868720342761208,SYN0101,synthetic,regression_residual_bootstrap_v2
2033-01-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1540.0,620.0,112.9,97.3,57.412000000000006,4.3,2.0,4.0,10.868720342761208,12.971593826396102,SYN0101,synthetic,regression_residual_bootstrap_v2
