date,data_source,cargo_value_type,ingested_at,origin,destination,commodity,vessel_type,cargo_tonnes,bdi,vlsfo_usd_per_tonne,coal_price_usd_per_mt,iron_ore_price_usd_per_dmt,wind_kmh,wave_height_m,cyclone_risk,weather_delay_days,current_freight_usd_per_tonne,next_month_freight_usd_per_tonne
2024-11-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Hay Point,East Coast India,Coal,Capesize,170000.0,1880.0,648.0,142.1,100.5,31.1136,2.0,4.0,2.5,16.2,16.4
2024-11-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Hay Point,East Coast India,Coal,Panamax,75000.0,1880.0,648.0,142.1,100.5,31.1136,2.0,4.0,2.5,19.0,19.2
2024-11-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Taboneo,East Coast India,Thermal Coal,Panamax,75000.0,1880.0,648.0,142.1,100.5,27.78,1.9,4.0,2.5,11.3,11.6
2024-11-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1880.0,648.0,142.1,100.5,27.78,1.9,4.0,2.5,13.2,13.5
2024-12-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1910.0,650.0,129.8,102.2,27.78,1.8,2.0,1.0,12.4,9.3
2024-12-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Hay Point,East Coast India,Coal,Capesize,170000.0,1910.0,650.0,129.8,102.2,31.484,1.9,2.0,1.0,16.4,12.2
2024-12-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Hay Point,East Coast India,Coal,Panamax,75000.0,1910.0,650.0,129.8,102.2,31.484,1.9,2.0,1.0,19.2,15.0
2024-12-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Taboneo,East Coast India,Thermal Coal,Panamax,75000.0,1910.0,650.0,129.8,102.2,25.002000000000002,1.5,2.0,1.0,11.6,9.0
2024-12-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1910.0,650.0,129.8,102.2,25.002000000000002,1.5,2.0,1.0,13.5,10.5
2025-01-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1380.0,595.0,118.6,99.6,26.854000000000003,1.6,2.0,0.5,9.3,8.8
2025-01-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Hay Point,East Coast India,Coal,Capesize,170000.0,1380.0,595.0,118.6,99.6,29.632,1.8,2.0,0.5,12.2,11.8
2025-01-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Hay Point,East Coast India,Coal,Panamax,75000.0,1380.0,595.0,118.6,99.6,29.632,1.8,2.0,0.5,15.0,14.5
2025-01-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Taboneo,East Coast India,Thermal Coal,Panamax,75000.0,1380.0,595.0,118.6,99.6,22.224,1.3,2.0,0.5,9.0,8.5
2025-01-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1380.0,595.0,118.6,99.6,22.224,1.3,2.0,0.5,10.5,9.9
2025-02-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1310.0,588.0,106.9,105.1,27.4096,1.6,2.0,0.5,8.8,9.1
2025-02-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Hay Point,East Coast India,Coal,Capesize,170000.0,1310.0,588.0,106.9,105.1,31.1136,1.9,2.0,0.5,11.8,12.1
2025-02-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Hay Point,East Coast India,Coal,Panamax,75000.0,1310.0,588.0,106.9,105.1,31.1136,1.9,2.0,0.5,14.5,14.8
2025-02-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Taboneo,East Coast India,Thermal Coal,Panamax,75000.0,1310.0,588.0,106.9,105.1,20.7424,1.1,2.0,0.5,8.5,8.8
2025-02-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1310.0,588.0,106.9,105.1,20.7424,1.1,2.0,0.5,9.9,10.3
2025-03-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1360.0,592.0,104.0,100.1,25.557600000000004,1.5,1.0,0.0,9.1,13.1
2025-03-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Hay Point,East Coast India,Coal,Capesize,170000.0,1360.0,592.0,104.0,100.1,26.854000000000003,1.6,1.0,0.0,12.1,17.1
2025-03-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Hay Point,East Coast India,Coal,Panamax,75000.0,1360.0,592.0,104.0,100.1,26.854000000000003,1.6,1.0,0.0,14.8,20.3
2025-03-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Taboneo,East Coast India,Thermal Coal,Panamax,75000.0,1360.0,592.0,104.0,100.1,20.001600000000003,1.1,1.0,0.0,8.8,11.9
2025-03-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1360.0,592.0,104.0,100.1,20.001600000000003,1.1,1.0,0.0,10.3,13.8
2025-04-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1980.0,640.0,98.6,97.2,31.854400000000002,2.0,2.0,0.5,13.1,13.8
2025-04-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Hay Point,East Coast India,Coal,Capesize,170000.0,1980.0,640.0,98.6,97.2,27.78,1.7,2.0,0.5,17.1,17.9
2025-04-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Hay Point,East Coast India,Coal,Panamax,75000.0,1980.0,640.0,98.6,97.2,27.78,1.7,2.0,0.5,20.3,21.2
2025-04-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Taboneo,East Coast India,Thermal Coal,Panamax,75000.0,1980.0,640.0,98.6,97.2,24.4464,1.5,2.0,0.5,11.9,12.5
2025-04-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1980.0,640.0,98.6,97.2,24.4464,1.5,2.0,0.5,13.8,14.5
2025-05-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,2150.0,658.0,104.4,97.0,41.4848,3.0,5.0,2.5,13.8,13.5
2025-05-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Hay Point,East Coast India,Coal,Capesize,170000.0,2150.0,658.0,104.4,97.0,37.966,2.8,5.0,2.5,17.9,17.5
2025-05-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Hay Point,East Coast India,Coal,Panamax,75000.0,2150.0,658.0,104.4,97.0,37.966,2.8,5.0,2.5,21.2,20.8
2025-05-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Taboneo,East Coast India,Thermal Coal,Panamax,75000.0,2150.0,658.0,104.4,97.0,36.6696,2.6,5.0,2.5,12.5,12.2
2025-05-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,2150.0,658.0,104.4,97.0,36.6696,2.6,5.0,2.5,14.5,14.1
2025-06-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,2080.0,652.0,109.0,92.3,50.93,3.7,3.0,3.0,13.5,10.7
2025-06-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Hay Point,East Coast India,Coal,Capesize,170000.0,2080.0,652.0,109.0,92.3,45.9296,3.3,3.0,3.0,17.5,14.2
2025-06-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Hay Point,East Coast India,Coal,Panamax,75000.0,2080.0,652.0,109.0,92.3,45.9296,3.3,3.0,3.0,20.8,16.8
2025-06-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Taboneo,East Coast India,Thermal Coal,Panamax,75000.0,2080.0,652.0,109.0,92.3,46.6704,3.4,3.0,3.0,12.2,10.1
2025-06-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,2080.0,652.0,109.0,92.3,46.6704,3.4,3.0,3.0,14.1,11.9
2025-07-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1540.0,620.0,112.9,97.3,57.412000000000006,4.3,2.0,4.0,10.7,10.0
2025-07-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Hay Point,East Coast India,Coal,Capesize,170000.0,1540.0,620.0,112.9,97.3,50.93,3.8,2.0,4.0,14.2,13.4
2025-07-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Hay Point,East Coast India,Coal,Panamax,75000.0,1540.0,620.0,112.9,97.3,50.93,3.8,2.0,4.0,16.8,16.0
2025-07-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Taboneo,East Coast India,Thermal Coal,Panamax,75000.0,1540.0,620.0,112.9,97.3,55.189600000000006,4.1,2.0,4.0,10.1,9.5
2025-07-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1540.0,620.0,112.9,97.3,55.189600000000006,4.1,2.0,4.0,11.9,11.2
2025-08-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1460.0,608.0,112.2,99.7,53.708000000000006,4.0,2.0,3.5,10.0,10.3
2025-08-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Hay Point,East Coast India,Coal,Capesize,170000.0,1460.0,608.0,112.2,99.7,48.152,3.5,2.0,3.5,13.4,13.8
2025-08-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Hay Point,East Coast India,Coal,Panamax,75000.0,1460.0,608.0,112.2,99.7,48.152,3.5,2.0,3.5,16.0,16.4
2025-08-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Taboneo,East Coast India,Thermal Coal,Panamax,75000.0,1460.0,608.0,112.2,99.7,52.2264,3.8,2.0,3.5,9.5,9.7
2025-08-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1460.0,608.0,112.2,99.7,52.2264,3.8,2.0,3.5,11.2,11.5
2025-09-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1500.0,614.0,106.3,103.3,44.818400000000004,3.1,3.0,2.0,10.3,12.2
2025-09-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Hay Point,East Coast India,Coal,Capesize,170000.0,1500.0,614.0,106.3,103.3,39.818000000000005,2.8,3.0,2.0,13.8,16.4
2025-09-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Hay Point,East Coast India,Coal,Panamax,75000.0,1500.0,614.0,106.3,103.3,39.818000000000005,2.8,3.0,2.0,16.4,19.1
2025-09-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Taboneo,East Coast India,Thermal Coal,Panamax,75000.0,1500.0,614.0,106.3,103.3,40.744,2.9,3.0,2.0,9.7,11.2
2025-09-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1500.0,614.0,106.3,103.3,40.744,2.9,3.0,2.0,11.5,13.1
2025-10-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1850.0,635.0,107.5,103.5,34.817600000000006,2.4,5.0,4.0,12.2,12.9
2025-10-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Hay Point,East Coast India,Coal,Capesize,170000.0,1850.0,635.0,107.5,103.5,33.7064,2.3,5.0,4.0,16.4,17.2
2025-10-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Hay Point,East Coast India,Coal,Panamax,75000.0,1850.0,635.0,107.5,103.5,33.7064,2.3,5.0,4.0,19.1,20.0
2025-10-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Taboneo,East Coast India,Thermal Coal,Panamax,75000.0,1850.0,635.0,107.5,103.5,31.484,2.2,5.0,4.0,11.2,11.8
2025-10-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1850.0,635.0,107.5,103.5,31.484,2.2,5.0,4.0,13.1,13.8
2025-11-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1970.0,646.0,112.6,102.5,31.1136,2.1,4.0,2.5,12.9,13.1
2025-11-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Hay Point,East Coast India,Coal,Capesize,170000.0,1970.0,646.0,112.6,102.5,31.484,2.1,4.0,2.5,17.2,17.5
2025-11-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Hay Point,East Coast India,Coal,Panamax,75000.0,1970.0,646.0,112.6,102.5,31.484,2.1,4.0,2.5,20.0,20.3
2025-11-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Taboneo,East Coast India,Thermal Coal,Panamax,75000.0,1970.0,646.0,112.6,102.5,28.706000000000003,1.9,4.0,2.5,11.8,12.1
2025-11-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:28:22Z,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1970.0,646.0,112.6,102.5,28.706000000000003,1.9,4.0,2.5,13.8,14.2
